date;title;organ;url;content_preview;query_label;type;relevance;position_level;target_organ;expertise_match
10/07/2026;PORTARIA Nº 136, DE 9 DE JULHO DE 2026;Presidência da República > Secretaria de Comunicação Social;https://www.in.gov.br/web/dou/-/portaria-n-136-de-9-de-julho-de-2026-718332910;competência que lhe foi subdelegada pelo art. 3º da Portaria CC/PR nº 725, de 23 de julho de 2025, resolve: EXONERAR ... PABLO PEIXOTO DE SOUZA do cargo de Assessor, CCE 2.13, do Departamento de Produção, Edição e Acervo da Secretaria de Produção e Divulgação de Conteúdo Audiovisual da Secretaria de Comunicação Social da Presidência da República. SIDÔNIO CARDOSO PALMEIRA;Exoneração CCE;VAC;8;CCE 2.13;True;
10/07/2026;PORTARIA DE PESSOAL MTUR N° 170, DE 9 DE JULHO DE 2026;Ministério do Turismo > Gabinete do Ministro;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-mtur-n-170-de-9-de-julho-de-2026-718300646;11.416, de 16 de fevereiro de 2023, alterado pelo Decreto nº 12.659, de 7 de outubro de 2025, resolve: EXONERAR ... , FABIO SIMONETTI do cargo comissionado executivo de Coordenador-Geral, código CCE 1.13, de MarketingPORTARIA DE PESSOAL MTUR N° 170, DE 9 DE JULHO DE 2026 O MINISTRO DE ES...;Exoneração CCE;VAC;5;coordenador-geral;False;
10/07/2026;PORTARIA Nº 134, DE 9 DE JULHO DE 2026;Presidência da República > Secretaria de Comunicação Social;https://www.in.gov.br/web/dou/-/portaria-n-134-de-9-de-julho-de-2026-718300450;competência que lhe foi subdelegada pelo art. 3º da Portaria CC/PR nº 725, de 23 de julho de 2025, resolve: EXONERAR ... DAVIDYSON WYLLIAN DE OLIVEIRA DAMASCENO do cargo de Coordenador-Geral, CCE 1.13, da Coordenação-Geralhe foi subdelegada pelo art. 3º da Portaria CC/PR nº 725, de 23 de...;Exoneração CCE;VAC;8;coordenador-geral;True;
13/07/2026;RETIFICAÇÃO;Ministério do Esporte > Gabinete do Ministro;https://www.in.gov.br/web/dou/-/retificacao-718498806;Oficial da União de 09 de julho de 2026, seção 2, página 55, Edição nº 127 na forma proposta: onde se lê: Exonerar ... , a pedido, BRUNA CASTRO ARAÚJO leia-se: Exonerar, BRUNA CASTRO ARAÚJO.;Exoneração CCE;VAC;3;;False;
13/07/2026;PORTARIA ITI Nº 48, DE 10 DE JULHO DE 2026;Ministério da Gestão e da Inovação em Serviços Públicos > Instituto Nacional de Tecnologia da Informação;https://www.in.gov.br/web/dou/-/portaria-iti-n-48-de-10-de-julho-de-2026-718487798;em vista o pedido formalizado no Processo Administrativo nº 00100.001813/2026-36, resolve: Art. 1º Exoneraria nº 14, de 10 de março de 2026, considerando ainda o Decreto nº 12.103, de 8 de julho de 2024, considerando o disposto no art. 34, parágrafo único, inciso II, da Lei nº 8.112, de 11 de dezembro de 1990, e tendo em vista o pedido formal...;Exoneração CCE;VAC;6;;True;
13/07/2026;PORTARIA Nº 1.483, DE 9 DE JULHO DE 2026;Ministério da Educação > Fundação Universidade do Amazonas;https://www.in.gov.br/web/dou/-/portaria-n-1.483-de-9-de-julho-de-2026-718485728;usando das competências que lhe confere o Estatuto da Universidade Federal do Amazonas, resolve: Art. 1º EXONERARTARIA Nº 1.483, DE 9 DE JULHO DE 2026 O VICE-REITOR DA UNIVERSIDADE FEDERAL DO AMAZONAS, no exercício do cargo de Reitor, usando das competências que lhe confere o Estatuto da Universidade Federal do Amazonas, resolve: Art. 1º EXON...;Exoneração CCE;VAC;6;;True;
14/07/2026;PORTARIA DE PESSOAL Nº 519, DE 13 DE JULHO DE 2026;Ministério de Portos e Aeroportos > Agência Nacional de Aviação Civil;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-n-519-de-13-de-julho-de-2026-718756102;381, de 14 de junho de 2016, considerando o que consta do processo nº 00058.045176/2026-72, resolve: EXONERARIA DE PESSOAL Nº 519, DE 13 DE JULHO DE 2026 O DIRETOR-PRESIDENTE DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC, no uso das atribuições que lhe conferem os arts. 16 da Lei nº 11.182, de 27 de setembro de 2005, e 35, inciso II, do Anexo I...;Exoneração CCE;VAC;5;diretor;False;
14/07/2026;ATOS DE 8 DE JULHO DE 2026;Poder Legislativo > Câmara dos Deputados;https://www.in.gov.br/web/dou/-/atos-de-8-de-julho-de-2026-718745812;"confere o artigo 1º, inciso I, alínea ""a"", do Ato da Mesa n.º 205, de 28 de junho de 1990, resolve: EXONERAR ... EXONERAR, de acordo com o artigo 35, inciso I, da Lei n.º 8.112, de 11 de dezembro de 1990, JEAN LOUIS ... EXONERAR, de acordo com o artigo 35, inciso I, da Lei n.º 8.112, de 11 de dezembro de 1990, MARIA DAS ... EXONERAR, de acordo com o artigo 35, inciso I, da Lei n.º 8.112, de 11 de dezembro de 1990, SAULO CASTRO ... EXONERAR, de acordo com o artigo 35, inciso I, da Lei n.º 8.112, ";Exoneração CCE;VAC;3;;False;
14/07/2026;PORTARIA DE PESSOAL COAF Nº 126, DE 13 DE JULHO DE 2026;Banco Central do Brasil > Conselho de Controle de Atividades Financeiras;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-coaf-n-126-de-13-de-julho-de-2026-718740785;divulgado pela Resolução nº 427, de 16 de outubro de 2024, do Banco Central do Brasil - BCB, resolve: Exonerar ... , a pedido, LARA ALVES DE FREITAS do Cargo Comissionado Executivo, código CCE 2.06, de Assistente TécnicoPORTARIA DE PESSOAL COAF Nº 126, DE 13 DE JULHO DE 2026 O PRESIDENTE...;Exoneração CCE;VAC;3;;False;
14/07/2026;PORTARIA SE/MDS Nº 190, DE 10 DE JULHO DE 2026;Ministério do Desenvolvimento e Assistência Social, Família e Combate à Fome > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-se/mds-n-190-de-10-de-julho-de-2026-718757793;Dispensar o servidor VALDSON SILVA CLETO da Função Comissionada Executiva de Chefe de Projeto II, código FCE/MDS Nº 190, DE 10 DE JULHO DE 2026 O SECRETÁRIO-EXECUTIVO DO MINISTÉRIO DO DESENVOLVIMENTO E ASSISTÊNCIA SOCIAL, FAMÍLIA E COMBATE À FOME, tendo em vista o que dispõe o Decreto nº 11.392, de 20 de janeiro de 2023, publicado no Diário O...;Exoneração FCE;VAC;8;secretário;True;
15/07/2026;ATO Nº 17, DE 14 DE JULHO DE 2026;Ministério da Ciência, Tecnologia e Inovação > Centro Nacional de Tecnologia Eletrônica Avançada S > A;https://www.in.gov.br/web/dou/-/ato-n-17-de-14-de-julho-de-2026-719070578;das competências que lhe foram atribuídas pelo Decreto nº 6638, de 07 de novembro de 2008, resolve: EXONERARAR LOUISE PATRON ETCHEVERRY, CPF Nº 027.***.***-42, do cargo de Assistente Técnico I, da tabela de Cargos Comissionados do Centro Nacional de Tecnologia Eletrônica Avançada S.A. - CEITEC, a contar do dia 14 de julho de 2026. DISPENSAR E...;Exoneração CCE;VAC;6;;True;
15/07/2026;ATOS DE 13 DE JULHO DE 2026;Ministério da Educação > Fundação Universidade de Brasília > Decanato de Gestão de Pessoas;https://www.in.gov.br/web/dou/-/atos-de-13-de-julho-de-2026-719069999;Nº 1.582 - Exonerar a pedido, a partir de 26/06/2026, o(a) servidor(a) Mariana Fagundes Galvão, do Cargo, a partir de 13/07/2026, o Cargo de Assistente em Administração, código de vaga nº 707283, ocupado pelo(a) servidor(a) James Santos das Costa, do quadro de pessoal permanente da Fundação Universidade de Brasília, com lotação na Coordenador...;Exoneração CCE;VAC;6;;True;
15/07/2026;EDITAL DE NOTIFICAÇÃO DE 7 DE JULHO DE 2026;Editais e Avisos > Ministério da Agricultura e Pecuária;https://www.in.gov.br/web/dou/-/edital-de-notificacao-de-7-de-julho-de-2026-719068893;, quanto à reposição ao Erário em decorrência do recebimento indevido de valores correspondentes da exoneração de Pessoas e de Gestão do Conhecimento, notifica o(a) Sr(a) LAENNY CHRISTY MONTEIRO PINTO RUFINO - CPF xxx.017.731-xx, após esgotadas as tentativas de lhe dar ciência por meio de e-mail e remessa postal, tendo em vista estar em local...;Exoneração CCE;VAC;3;;False;
15/07/2026;Portarias de 13 de julho de 2026;Poder Legislativo > Câmara dos Deputados > Diretoria-Geral > Diretoria de Gestão de Pessoas > Departamento de Administração de Pessoal > Coordenação de Gestão do Secretariado Parlamentar;https://www.in.gov.br/web/dou/-/portarias-de-13-de-julho-de-2026-719064307;n.º 1, de 2026, do Senhor Diretor do Departamento de Administração de Pessoal, resolve: Nº 3.938 - Exonerar ... Nº 3.939 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de dezembro de 1990, a partir ... Nº 3.940 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de dezembro de 1990, a partir ... Nº 3.941 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de dezembro de 1990, a partir ... Nº 3.942 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de;Exoneração CCE;VAC;5;diretor;False;
15/07/2026;PORTARIA CRM-ES N° SEI-50, DE 1º DE JULHO DE 2026;Entidades de Fiscalização do Exercício das Profissões Liberais > Conselho Regional de Medicina do Estado do Espirito Santo;https://www.in.gov.br/web/dou/-/portaria-crm-es-n-sei-50-de-1-de-julho-de-2026-719064019;"Delegacias Seccionais; Caderno de Política de Gestão de Pessoas; e Manual do Teletrabalho, resolve: Art. 1° Exonerargos, Carreira e Salários (PCCS) do CRM-ES composto pelos seguintes cadernos, anexos a esta Resolução: Estrutura Organizacional; Políticas de Gestão de Pessoas; Manual PAD; Manual de Prevenção e Combate ao Assédio; Manual do Tele...";Exoneração CCE;VAC;6;;True;
15/07/2026;PORTARIA MPS Nº 1.103, DE 14 DE JULHO DE 2026;Ministério da Previdência Social > Gabinete do Ministro;https://www.in.gov.br/web/dou/-/portaria-mps-n-1.103-de-14-de-julho-de-2026-719074451;"11.356, de 1º de janeiro de 2023, bem como o contido no Processo nº 10128.010791/2026-41, resolve: Dispensaribuições que lhe conferem os incisos I e IV do parágrafo único do art. 87 da Constituição Federal; art. 303 do Decreto nº 3.048, de 6 de maio de 1999; e tendo em vista as disposições do Decreto nº 11.356, de 1º de janeiro de 2023, bem c...";Dispensa Diretor;VAC;6;;True;
16/07/2026;PORTARIA Nº 152, DE 15 DE JULHO DE 2026;Poder Judiciário > Supremo Tribunal Federal;https://www.in.gov.br/web/dou/-/portaria-n-152-de-15-de-julho-de-2026-719504798;tendo em vista os arts. 9º, II, e 35, I, da Lei n.º 8.112, de 11 de dezembro de 1990, resolve: I - ExonerarPORTARIA Nº 152, DE 15 DE JULHO DE 2026 O PRESIDENTE DO SUPREMO TRIBUNAL FEDERAL, no uso de suas atribuições e tendo em vista os arts. 9º, II, e 35, I, da Lei n.º 8.112, de 11 de dezembro de 1990, resolve: I - Exonerar EDIMARA ALEXANDRIN...;Exoneração CCE;VAC;3;;False;
16/07/2026;PORTARIA ITI Nº 52, DE 14 DE JULHO DE 2026;Ministério da Gestão e da Inovação em Serviços Públicos > Instituto Nacional de Tecnologia da Informação;https://www.in.gov.br/web/dou/-/portaria-iti-n-52-de-14-de-julho-de-2026-719495232;março de 2023, e demais informações que constam do Processo nº 00100.001767/2026-75, resolve: Art. 1º Exonerar ... Faria Pimenta, CPF nº ***.174.936-**, do Cargo Comissionado Executivo de Assistente de Projeto, código CCE 3.04, da Coordenação de Fiscalização e Combate à Fraude da Coordenação-Geral de Auditoria e Fiscalização da Diretoria de Auditoria, Fiscalização e Normalização do Instituto Nacional de Tecnologia da Informação. Art. 2º Esta Portaria entra em vigor na data de publicação. PEDRO P;Exoneração CCE;VAC;8;diretor;True;
16/07/2026;Portaria de Pessoal SPU/MGI Nº 8.004, DE 10 DE julho DE 2026;Ministério da Gestão e da Inovação em Serviços Públicos > Secretaria do Patrimônio da União;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-spu/mgi-n-8.004-de-10-de-julho-de-2026-719507767;eventual da Função Comissionada Executiva de Chefe do Serviço de Identificação e Caracterização, código FCE 1.05, da Coordenação - Geral de Demarcação, da Diretoria de Caracterização e Incorporação de Imóveis, da Secretaria do Patrimônio da União, do Ministério da Gestão e da Inovação em Serviços Públicos, na vacância, nos afastamentos, imped...;Exoneração FCE;VAC;8;diretor;True;
16/07/2026;PORTARIA N° 1.839, DE 14 DE JULHO DE 2026;Controladoria-Geral da União > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-n-1.839-de-14-de-julho-de-2026-719502530;resolve: DISPENSAR ANTONIO FERNANDO FERREIRA LEITE da Função Comissionada Executiva de Chefe, código FCE 1.07, da Divisão I da Diretoria de Auditoria de Previdência e Benefícios da Secretaria Federal de Controle Interno da Controladoria-Geral da União. EVELINE MARTINS BRITO;Exoneração FCE;VAC;8;diretor;True;
17/07/2026;PORTARIA DE PESSOAL SE/MPI N° 251, DE 16 DE JULHO DE 2026;Ministério dos Povos Indígenas > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-se/mpi-n-251-de-16-de-julho-de-2026-719672364;alterações, e demais informações que constam no Processo nº 15000.002339/2026-65, resolve: Art. 1° Exonerar ... INATHAN GOMES SANTOS, matrícula Siape nº 1325037, do Cargo Comissionado Executivo de Assessor, código CCEPORTARIA DE PESSOAL SE/MPI N° 251, DE 16 DE JULHO DE 2026 O SECRETÁRIO-...;Exoneração CCE;VAC;8;secretário;True;
17/07/2026;PORTARIA DE PESSOAL ANP Nº 241, DE 16 DE JULHO DE 2026;Ministério de Minas e Energia > Agência Nacional do Petróleo, Gás Natural e Biocombustíveis;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-anp-n-241-de-16-de-julho-de-2026-719600263;de janeiro de 1998, e tendo em vista o disposto na Portaria 265, de 10 de setembro de 2020, resolve: Exoneraribuições, tendo em vista o disposto no art. 7º, inciso III, da Estrutura Regimental aprovada pelo Decreto nº 2.455, de 14 de janeiro de 1998, e tendo em vista o disposto na Portaria 265, de 10 de setembro de 2020, resolve: Exonerar a p...;Exoneração CCE;VAC;3;;False;
17/07/2026;ATO Nº 5.376, DE 16 DE JULHO DE 2026;Poder Judiciário > Superior Tribunal Militar;https://www.in.gov.br/web/dou/-/ato-n-5.376-de-16-de-julho-de-2026-719676264;contido nos autos do Processo nº 000387/26-02.216, do Sistema Eletrônico de Informações e, considerando a dispensa ... União, MARCELA CRISTINA BARBOSA DO NASCIMENTO, matrícula 1395, para exercer, em vaga decorrente da dispensaATO Nº 5.376, DE 16 DE JULHO DE 2026 O MINISTRO-PRESIDENTE DO ...;Dispensa Diretor;VAC;3;;False;
20/07/2026;PORTARIA DE PESSOAL SSC/MGI Nº 8.416, DE 17 DE JULHO DE 2026;Ministério da Gestão e da Inovação em Serviços Públicos > Secretaria de Serviços Compartilhados;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-ssc/mgi-n-8.416-de-17-de-julho-de-2026-720086081;maio de 2026, e demais informações que constam do Processo nº 18001.002268/2026-89, resolve: Art. 1º Exonerar ... AGUIAR CORREA, matrícula Siape nº 3004165, do Cargo Comissionado Executivo de Assistente Técnico, código CCE 2.05, da Coordenação de Gestão de Terceirização e de Transporte da Coordenação-Geral de Segurança, Administração, Terceirização e Transporte da Diretoria de Administração e Logística da Secretaria de Serviços Compartilhados deste Ministério. Art. 2º Esta portaria entra em vigo;Exoneração CCE;VAC;8;diretor;True;
20/07/2026;Portaria CGGPD/SUSEP nº 411, de 15 de Julho de 2026;Ministério da Fazenda > Superintendência de Seguros Privados > Departamento de Administração e Tecnologia da Informação > Coordenação-Geral de Gestão de Pessoas e Documentos;https://www.in.gov.br/web/dou/-/portaria-cggpd/susep-n-411-de-15-de-julho-de-2026-720083397;Pessoas e Documentos - CGGPD, do Departamento de Administração e Tecnologia da Informação - DEATI, código CCE ... Pessoas e Documentos - CGGPD, do Departamento de Administração e Tecnologia da Informação - DEATI, código CCE 1.13, nos eventuais impedimentos do titular. DISPENSAR a servido...;Exoneração CCE;VAC;8;CCE 1.13;True;
20/07/2026;ATO DE 8 DE JULHO DE 2026;Poder Legislativo > Câmara dos Deputados;https://www.in.gov.br/web/dou/-/ato-de-8-de-julho-de-2026-720080634;"confere o artigo 1º, inciso I, alínea ""a"", do Ato da Mesa n.º 205, de 28 de junho de 1990, resolve: EXONERARATO DE 8 DE JULHO DE 2026 O PRESIDENTE DA CÂMARA DOS DEPUTADOS, no uso das atribuições que lhe confere o artigo 1º, inciso I, alínea ""a"", do Ato da Mesa n.º 205, de 28 de junho de 1990, resolve: EXONERAR, de acordo com o artigo 35, inci...";Exoneração CCE;VAC;3;;False;
20/07/2026;PORTARIA SGA/AGU Nº 1.045, DE 14 DE JULHO DE 2026;Presidência da República > Advocacia-Geral da União > Secretaria-Geral de Consultoria > Secretaria de Gestão Administrativa;https://www.in.gov.br/web/dou/-/portaria-sga/agu-n-1.045-de-14-de-julho-de-2026-720077946;maio de 2026, e considerando o que consta no Processo Administrativo nº 00677.000357/2026-82, resolve: EXONERAR ... 1416058, Profissional de Serviços Aeroportuários - PSA, do Cargo Comissionado Executivo de Chefe, código CCE 14 DE JULHO DE 2026 A SECRETÁRIA DE GESTÃO ADMINISTRATIVA DA AD...;Exoneração CCE;VAC;6;;True;
20/07/2026;PORTARIA CGP/DPOA/AEB Nº 73, DE 16 DE julho DE 2026;Ministério da Ciência, Tecnologia e Inovação > Agência Espacial Brasileira;https://www.in.gov.br/web/dou/-/portaria-cgp/dpoa/aeb-n-73-de-16-de-julho-de-2026-720087586;"couber); Certidão de nascimento dos dependentes (se couber); Certidão de reservista ou Certificado de Dispensas atribuições que lhe confere o inciso V do art. 16 do Decreto nº 11.192, de 8 de setembro de 2022, e tendo em vista a autorização concedida pelo Ministério da Gestão e da Inovação em Serviços Públicos, por intermédio da Portaria/MGI ...";Dispensa Diretor;VAC;6;;True;
21/07/2026;PORTARIA CFN Nº 85, DE 14 DE JULHO DE 2026;Entidades de Fiscalização do Exercício das Profissões Liberais > Conselho Federal de Nutrição;https://www.in.gov.br/web/dou/-/portaria-cfn-n-85-de-14-de-julho-de-2026-720320704;Art. 2º As atribuições e remuneração do cargo em comissão, de livre provimento e exoneração, com jornadaPORTARIA CFN Nº 85, DE 14 DE JULHO DE 2026 A Presidente do Conselho Federal de Nutrição (CFN), no uso das atribuições que lhe são conferidas pela Lei Federal nº 6.583, de 20 de outubro de 1978, pelo Decreto nº 84.444, de 30 de janeiro de 19...;Exoneração CCE;VAC;3;;False;
21/07/2026;PORTARIA Nº 59, DE 20 DE JULHO DE 2026;Presidência da República > Gabinete Pessoal do Presidente da República;https://www.in.gov.br/web/dou/-/portaria-n-59-de-20-de-julho-de-2026-720320546;Decreto nº 9.794, de 14 de maio de 2019, e a Portaria nº 486/CC, de 4 de novembro de 2020, resolve: EXONERAR ... ,a pedido, VALDECIR DA SILVA RIBEIRO do cargo de Assessor, código CCE 2.13, Assessoria Especial do Gabinete suas atribuições, tendo em vista o disposto no art. 6º do Decreto nº 9.794, de 14 de maio de 2019, e a Portaria nº 486/CC, de 4 de novembro de 2020, resolve: EXONERAR,a pedido, VALDECIR DA SILVA RIBEIRO do cargo de Assessor, código CCE 2.13, Assessoria Especial do Gabinete Pesso;Exoneração CCE;VAC;8;CCE 2.13;True;
21/07/2026;PORTARIA CFN Nº 84, DE 14 DE JULHO DE 2026;Entidades de Fiscalização do Exercício das Profissões Liberais > Conselho Federal de Nutrição;https://www.in.gov.br/web/dou/-/portaria-cfn-n-84-de-14-de-julho-de-2026-720318180;Resolução CFN nº 758, de 14 de setembro de 2023, que aprova o Regimento Interno do CFN, resolve: Art. 1º Exoneraresidente do Conselho Federal de Nutrição (CFN), no uso das atribuições que lhe são conferidas pela Lei Federal nº 6.583, de 20 de outubro de 1978, pelo Decreto nº 84.444, de 30 de janeiro de 1980, pela Resolução CFN nº 758, de 14 d...;Exoneração CCE;VAC;3;;False;
21/07/2026;PORTARIAS DE 20 DE JULHO DE 2026;Presidência da República > Casa Civil;https://www.in.gov.br/web/dou/-/portarias-de-20-de-julho-de-2026-720317943;"e tendo em vista o disposto no art. 4º do Decreto nº 9.794, de 14 de maio de 2019, resolve: Nº861 -EXONERAR ... Especial da Secretaria Especial de Análise Governamental da Casa Civil da Presidência da República, código CCE ... Oficial da União do dia 17 de julho de 2026, Seção 2, página 1,onde se lê""código FCE 2.15, ficando exonerada";Exoneração CCE;VAC;6;;True;
21/07/2026;PORTARIA Nº 141, de 20 de JULHO de 2026;Ministério da Ciência, Tecnologia e Inovação > Comissão Nacional de Energia Nuclear > Gabinete;https://www.in.gov.br/web/dou/-/portaria-n-141-de-20-de-julho-de-2026-720315654;de vaga 419467, ocupado por LARISSA VASCONCELOS CORDEIRO, matrícula SIAPE nº 3517988, por motivo de exoneração uso das atribuições que lhe foram conferidas pela Portaria MCTI nº 765, publicada no Diário Oficial da União de 14 de outubro de 2024, Seção 2, página 5, assim como a Portaria MCTI nº 9.320, de 21 de agosto de 2025, publicada no Diár...;Exoneração CCE;VAC;6;;True;
21/07/2026;Portarias de 17 de julho de 2026;Poder Legislativo > Câmara dos Deputados > Diretoria-Geral > Diretoria de Gestão de Pessoas > Departamento de Administração de Pessoal > Coordenação de Gestão do Secretariado Parlamentar;https://www.in.gov.br/web/dou/-/portarias-de-17-de-julho-de-2026-720313993;n.º 1, de 2026, do Senhor Diretor do Departamento de Administração de Pessoal, resolve: Nº 4.063 - Exonerar ... Nº 4.064 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de dezembro de 1990, a partiretor da Coordenação de Gestão do Secretariado Parlamentar, no uso das atribu...;Exoneração CCE;VAC;5;diretor;False;
21/07/2026;PORTARIA Nº 988, DE 20 DE JULHO DE 2026;Ministério das Relações Exteriores > Secretaria-Geral das Relações Exteriores > Secretaria de Gestão Administrativa;https://www.in.gov.br/web/dou/-/portaria-n-988-de-20-de-julho-de-2026-720318891;bem como na vacância do cargo, o chefe de gabinete da Secretaria de América Latina e Caribe, código FCE 20 DE JULHO DE 2026 O SECRETÁRIO DE GESTÃO ADMINISTRATIVA, de acordo com o art. 8º da Portaria nº 386, de 14 de abril de 2022, e com o Decreto nº 10.829, de 5 de outubro de 2021, resolve: Designar GUILHERME FERREIRA SORGINE, primeiro-secret...;Exoneração FCE;VAC;5;secretário;False;
22/07/2026;PORTARIA DE PESSOAL SGD/MGI Nº 7.994, DE 20 DE JULHO DE 2026;Ministério da Gestão e da Inovação em Serviços Públicos > Secretaria de Governo Digital;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-sgd/mgi-n-7.994-de-20-de-julho-de-2026-720596490;Art. 4º O exercício descentralizado findará na hipótese de exoneração de cargo ou dispensa da função uso das atribuições que lhe confere o art. 26, inciso IX, do Decreto nº 12.904, de 27 de março de 2026, e conforme o disposto no Processo SEI n.º 14021.049386/2026-61, resolve: Art. 1º Determinar o exercício descentralizado do servidor THIAGO ...;Exoneração CCE;VAC;6;;True;
22/07/2026;PORTARIA MTE Nº 1.319, DE 21 DE JULHO DE 2026;Ministério do Trabalho e Emprego > Gabinete do Ministro;https://www.in.gov.br/web/dou/-/portaria-mte-n-1.319-de-21-de-julho-de-2026-720596095;de 1990, e as demais informações que constam do Processo nº 13621.206207/2026-78, resolve: Art. 1º ExonerarPORTARIA MTE Nº 1.319, DE 21 DE JULHO DE 2026 O MINISTRO DE ESTADO DO TRABALHO E EMPREGO, no uso da competência prevista no inciso I do art. 6º do Decreto nº 9.794, de 14 de maio de 2019, tendo em vista o disposto no inciso I do art. 33 ...;Exoneração CCE;VAC;6;;True;
22/07/2026;PORTARIA DE PESSOAL SE/MPO Nº 426, DE 17 DE JULHO DE 2026;Ministério do Planejamento e Orçamento > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-se/mpo-n-426-de-17-de-julho-de-2026-720609612;07 de maio de 2026, considerando o que consta no Processo nº 03101.101699/2023-89, resolve: Art. 1º Dispensaria GM/MPO nº 59, de 17 de março de 2023, e a Portaria de Pessoal nº 230, de 07 de maio de 2026, considerando o que consta no Processo nº 03101.101699/2023-89, resolve: Art. 1º Dispensar a servidora GLAUCIA CALIANI SCALCO, a contar de 1...;Dispensa Diretor;VAC;6;;True;
23/07/2026;PORTARIA Nº 2.683, DE 21 DE JULHO DE 2026;Poder Legislativo > Senado Federal > Diretoria-Geral > Diretoria Executiva de Gestão;https://www.in.gov.br/web/dou/-/portaria-n-2.683-de-21-de-julho-de-2026-720884365;, de 2017, e tendo em vista o que consta no processo eletrônico número 1388523, resolve: Nº 2.704 - exonerar ... , de 2017, e tendo em vista o que consta no processo eletrônico número 1389505, resolve: Nº 2.705 - exonerar ... , de 2017, e tendo em vista o que consta no processo eletrônico número 1392420, resolve: Nº 2.706 - exonerar ... , de 2017, e tendo em vista o que consta no processo eletrônico número 1392542, resolve: Nº 2.707 - exonerar ... , de 2017, e tendo em vista o que consta no proc;Exoneração CCE;VAC;3;;False;
23/07/2026;PORTARIA Nº 154, DE 22 DE JULHO DE 2026;Presidência da República > Secretaria-Geral > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-n-154-de-22-de-julho-de-2026-720877183;de outubro de 2025, do Ministro de Estado da Secretaria-Geral da Presidência da República, resolve: EXONERAR ... , a pedido, DANILO ARAÚJO VALDIVINO do cargo de Coordenador, código CCE 1.11, do Escritório Regional da Presidência da República, resolve: EXONERAR, a pedido, DANILO ARAÚJO VALDIVINO do cargo de Coordenador, código CCE 1.11, do Escritório Regional 1 da Diretoria de Monitoramento de Demandas Coletivas da Secretaria-Executiva da Secretaria-Geral da Presidência da República. JOSUÉ AUGUST;Exoneração CCE;VAC;8;diretor;True;
23/07/2026;PORTARIA CGGP/DIPLAN/ICMBIO Nº 3.341, DE 21 DE JULHO DE 2026;Ministério do Meio Ambiente e Mudança do Clima > Instituto Chico Mendes de Conservação da Biodiversidade > Diretoria de Planejamento, Administração e Logística > Coordenação-Geral de Gestão de Pessoas;https://www.in.gov.br/web/dou/-/portaria-cggp/diplan/icmbio-n-3.341-de-21-de-julho-de-2026-720875923;de maio de 2024, publicada no Diário Oficial da União - DOU de 17 de maio de 2024, resolve: Art. 1º Exoneraribuída pela Portaria nº 822/MMA, de 31 de julho de 2023, publicada no Diário Oficial da União - DOU de 02 de agosto de 2023, e Portaria Nº 1.440, de 10 de maio de 2024, publicada no Diário Oficial da União - DOU de 17 de maio de 2024, r...;Exoneração CCE;VAC;6;;True;
23/07/2026;PORTARIA Nº 1.007, DE 21 DE JULHO DE 2026;Ministério das Relações Exteriores > Secretaria-Geral das Relações Exteriores > Secretaria de Gestão Administrativa;https://www.in.gov.br/web/dou/-/portaria-n-1.007-de-21-de-julho-de-2026-720884997;Exteriores, Siape nº 1544605, para exercer a função de assistente da Divisão de Temas Sociais, código FCE ... legais ou regulamentares, bem como na vacância do cargo, a chefe da Divisão de Temas Sociais, código FCEPORTARIA Nº 1.007, DE 21 DE JULHO DE 2026 O SECRETÁRIO DE GESTÃO ADMINISTR...;Exoneração FCE;VAC;5;secretário;False;
23/07/2026;PORTARIA Nº 1.911, DE 21 DE JULHO DE 2026;Controladoria-Geral da União > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-n-1.911-de-21-de-julho-de-2026-720882791;DISPENSAR VINICIUS MARCELUS RODRIGUES NUNES da Função Comissionada Executiva de Assistente, código FCEPORTARIA Nº 1.911, DE 21 DE JULHO DE 2026 A SECRETÁRIA-EXECUTIVA DA CONTROLADORIA-GERAL DA UNIÃO, no uso da competência que lhe foi subdelegada pelo inciso II, do art. 2.º da Portaria CGU n.º 600, de 14 de fevereiro de 2023, o disposto no Dec...;Exoneração FCE;VAC;6;;True;
